DESCRIPTION,CODE,LATITUDE,LONGITUDE
DONCASTER ROYAL MAIL TERMINAL,DONCRMT,53.498148,-1.1115377
DONCASTER RAILPORT,DONCRPA,58.472511,8.3099342
EUROPORT (FREIGHTLINERS),DONCRPF,58.472511,8.3099342
DONCASTER RAILPORT GBRF,DONCRPG,58.472511,8.3099342
DONCASTER RAILPORT-APPLIED DIS,DONCRPR,58.472511,8.3099342
DONCASTER ROBERT RDS SHED (GBR,DONCRSG,49.766809,-7.5571598
ST.CATHERINES JN.,DONCSCJ,53.496945,-1.1045532
ST.JAMES JN.,DONCSJJ,53.514362,-1.1509364
DONCASTER SNOWYS YARD,DONCSNY,49.766809,-7.5571598
DONCASTER STATION SIDINGS,DONCSTS,53.511481,-1.1253585
DONCASTER SIG D1490,DONCSWY,53.514166,-1.1237951
UP DECOY (FREIGHTLINERS),DONCUDF,58.472511,8.3099342
DONCASTER UP DECOY GBRF,DONCUDG,49.766809,-7.5571598
DONCASTER UP DECOY,DONCUDY,53.498743,-1.1045153
DONCASTER WOOD YARD VIRTUAL QT,DONCVIR,58.472511,8.3099342
DONCASTER WORKS CARRIAGE SHOPS,DONCWCS,53.522386,-1.1417259
CE SIDING (DONCASTER WOOD YD),DONCWDY,53.497844,-1.1045343
DONCASTER WORKS (FLHH),DONCWFL,54.461176,5.3399697
DONCASTER WORKS LOCO NO2,DONCWL2,53.522397,-1.143234
DONCASTER WORKS LOCO SHOPS,DONCWLS,53.522397,-1.143234
DONCASTER WEST RECEPTION,DONCWRL,49.766809,-7.5571598
DONCASTER WORKS WAGON SHOPS,DONCWWS,53.522397,-1.143234
DONCASTER WEST YARD,DONCWY,53.523692,-1.1433738
DONNINGTON RFT GBRF,DONNGBF,49.766809,-7.5571598
DONNINGTON JN,DONNGTJ,49.766809,-7.5571598
DONNINGTON RFT,DONNRFT,49.766809,-7.5571598
DONNINGTON SUMMERHOUSE DRV,DONNSUM,49.766809,-7.5571598
DON SAINGHIN  (FRANCE),DONSAIN,50.854719,4.3386625
DORE,DORE,53.327631,-1.5149973
DORE SOUTH JN,DORESJ,53.323131,-1.5135471
DORE STATION JN,DORESNJ,53.32853,-1.5149872
DORE WEST JN,DOREWJ,53.324048,-1.5180406
DORRIDGE CIVIL ENGINNERS SDGS,DORIDCE,58.472511,8.3099342
DORRIDGE,DORIDGE,52.371888,-1.753195
DORRIDGE UP PASSENGER LOOP,DORIUPL,58.472511,8.3099342
DORKING SIG CBK33,DORK33,49.766809,-7.5571598
DORKING SIG CBK35,DORK35,49.766809,-7.5571598
DORKING DOWN SIDING,DORKDSG,51.241033,-0.32403207
DORKING,DORKING,51.24077,-0.32386971
DORMANS,DORMANS,51.156632,-0.005158584
DORRINGTON,DORNGTN,52.631249,-2.769731
DORTMUND HBF,DORTMND,50.813853,4.3615308
DOVER SIGNAL YE 621,DOVE621,58.472511,8.3099342
DOVER SIGNAL YE 623,DOVE623,58.472511,8.3099342
DOVER PRIORY,DOVERP,51.126054,1.3041754
DOVER PRIORY_SIDINGS,DOVERPS,51.126952,1.3042395
DOVERCOURT,DOVRCRT,51.938942,1.2806696
DOVEY JNUCTION DOWN LOOP,DOVYDPL,49.766809,-7.5571598
DOVEY JUNCTION,DOVYJN,52.565078,-3.9237861
DOWNHAM MARKET,DOWNHAM,52.604736,0.36571496
DOWNHAM MARKET RECP.,DOWNHMR,52.605634,0.36576338
DRAX BRANCH JUNCTION,DRAXBJ,53.730729,-1.001066
C E G B,DRAXCEG,53.72983,-1.0010873
DRAX PS COLAS RAIL,DRAXCRL,49.766809,-7.5571598
DRAX PS SIGNAL D16,DRAXD16,49.766809,-7.5571598
DRAX PS SIGNAL D17,DRAXD17,49.766809,-7.5571598
DRAX PFA LOADING POINT,DRAXEWS,51.900071,3.0502865
DRAX POWER STATION AES (FLHH),DRAXFHH,58.472511,8.3099342
DRAX GB RAILFREIGHT,DRAXGBR,57.549093,5.6708854
DRAX PS GYPSUM GBRF,DRAXGGB,49.766809,-7.5571598
DRAX,DRAXGYP,58.472511,8.3099342
DRAYTON GREEN JUNCTION,DRAYGJN,54.48604,0.21309803
DRAYTON GREEN,DRAYGRN,51.516023,-0.3296394
DERBY,DRBY,52.916608,-1.4630862
LITCHURCH LANE DERBY,DRBYALL,58.472511,8.3099342
CHADDESDEN CURVE,DRBYCHC,58.472511,8.3099342
CHADDESDON SDGS FASTLINE,DRBYCHF,58.472511,8.3099342
CHADDESDEN RS,DRBYCHS,52.91925,-1.4511553
DERBY NORTH DOC SIDINGS,DRBYDOC,49.766809,-7.5571598
DERBY ST ANDREWS ECONOMAC,DRBYEL,52.911215,-1.4631529
ETCHES PARK T&RSMD (CARR ENG),DRBYEPS,52.915749,-1.4367443
DERBY RTC (FRAGONSET),DRBYFRG,58.472511,8.3099342
DERBY GAS TANK SIDINGS,DRBYGTS,49.766809,-7.5571598
LHS,DRBYHS,52.920495,-1.4366827
L & N W JN,DRBYLNW,52.905055,-1.4727147
LONDON ROAD,DRBYLRJ,58.472511,8.3099342
RAMS LINE HALT DERBY,DRBYRAM,49.766809,-7.5571598
BRB HEADQUARTERS DERBY,DRBYRTC,53.807305,-1.4441842
DERBY R.T.C.SIDINGS NORTH,DRBYRTN,49.766809,-7.5571598
DERBY ST MARYS JUNCTION,DRBYSMJ,52.932162,-1.465661
ST.MARY'S NORTH JUNCTION,DRBYSMN,49.766809,-7.5571598
ST.MARY'S SOUTH JUNCTION,DRBYSMS,49.766809,-7.5571598
STATION NORTH JN,DRBYSNJ,52.921982,-1.4646707
DERBY TOP YARD NECK,DRBYTYN,49.766809,-7.5571598
WAY AND WORKS SIDINGS,DRBYWW,52.922881,-1.4646597
DERBY WAY & WORKS JUNCTION,DRBYWWJ,49.766809,-7.5571598
DORCHESTER SOUTH ENGINEERS,DRCHCE,51.95727,0.37737756
DORCHESTER SOUTH FLHH,DRCHFHH,53.894274,-1.3251915
DORCHESTER SOUTH SDG GBR,DRCHGBR,49.766809,-7.5571598
DORCHESTER JN,DRCHJN,50.702592,-2.4416126
DORCHESTER SOUTH,DRCHS,50.709712,-2.4375723
DORCHESTER WEST,DRCHW,50.712903,-2.4425593
DR DAY'S JN,DRDAYSJ,51.454607,-2.5669927
DR DAY'S JN,DRDAYSJ,51.454607,-2.5669927
DREMSIGEF537,DREM537,58.472511,8.3099342
DREM SIG EF821,DREM821,58.472511,8.3099342
DREM SIG EF822,DREM822,49.766809,-7.5571598
DREM D.P.L.,DREMDPL,55.967667,-2.7767971
DREM,DREMJ,55.974978,-2.7743959
DREM U.P.L.,DREMUPL,55.976651,-2.7769772
DURHAM,DRHM,54.779389,-1.581752
DURHAM SIGNAL 357,DRHM357,54.780287,-1.5817427
DURHAM SIGNAL 358,DRHM358,54.781186,-1.5817334
DRIFFIELD GPL D54,DRIFD54,49.766809,-7.5571598
DRIFFIELD,DRIFILD,54.001527,-0.434665
DRIGG BRITISH NUCLEAR FUELS,DRIGBNF,54.377759,-3.4440569
DRIGG,DRIGG,54.376951,-3.4440285
DORKING WEST,DRKGW,51.2365,-0.33978239
DRAKELOW GPL DY128,DRKL128,49.766809,-7.5571598
DRAKELOW EAST CURVE JN,DRKLECJ,52.781506,-1.6307983
DRAKELOW C POWERGEN FHH,DRKLFHH,58.472511,8.3099342
DRAKELOW POWER STATION RST'S,DRKLOCS,52.776201,-1.660491
DRAKELOW WEST CURVE,DRKLWCJ,52.786024,-1.6381737
DARLASTON JN,DRLSTNJ,52.570822,-2.0147112
DRUMGELLOCH SIG EN5025,DRM5025,49.766809,-7.5571598
DRUMGELLOCH SIG EN5026,DRM5026,49.766809,-7.5571598
DRUMCHAPEL GLASGOW,DRMCHPL,55.904876,-4.3641627
DRUMFROCHAR,DRMFCHR,58.472511,8.3099342
DRUMGELLOCH,DRMGLCH,55.8645,-3.963218
DURRINGTON-ON-SEA,DRNGTOS,50.817526,-0.41146869
DRINNICK MILL,DRNIKML,54.848115,-5.1790592
DURNSFORD ROAD STAFF HALT,DRNSFDR,51.435726,-0.19470988
DRONFIELD,DRONFLD,53.301361,-1.4672781
DARTON,DRTN,53.58836,-1.5301468
DROITWICH SIGNAL 68,DRTW68,49.766809,-7.5571598
DROITWICH SPA,DRTWCHS,52.26775,-2.1596804
DROITWICH UP GOODS LOOP,DRTWUGL,49.766809,-7.5571598
DRUMRY,DRUMRY,55.904444,-4.3865351
DRAYTON PARK,DRYP,51.55307,-0.10470311
DRAYTON,DRYTON,58.472511,8.3099342
DUNTON GREEN,DTNG,51.296476,0.1715964
DUBBS JN,DUBBSJ,55.644969,-4.7187964
DUDDESTON,DUDESTN,52.488946,-1.8718306
DUDLEY PORT,DUDLPT,52.524964,-2.0500695
DUDDING HILL JN,DUDNGHJ,51.560334,-0.22414425
DUFFIELD,DUFIELD,52.990585,-1.4862735
DUFFRYN WEST,DUFRYNW,51.668039,-4.1133024
DUFFTOWN,DUFTOWN,57.459598,-3.1317047
DUIRINISH,DUIRNSH,57.319813,-5.6903857
DUISBURG RUHRORT-HAFEN,DUISRH,50.812959,4.361409
DUKE STREET GLASGOW,DUKEST,55.859159,-4.2127691
DULLINGHAM,DULNGHM,52.201883,0.36620794
DUMBRECK,DUMBRCK,55.843094,-4.3045016
DUMFRIES,DUMFRES,55.072363,-3.6052353
DUMFRIES SOUTH JN,DUMFRSJ,58.472511,8.3099342
SUBSIDIARY YARD,DUMFRSY,55.071475,-3.6044166
DUMPTON PARK,DUMPTNP,51.345623,1.4262439
DUNBLANE D.P.L.,DUNADPL,56.18595,-3.9672617
DUNBLANE DOWN REFUGE SIDING,DUNADRS,53.657021,3.5471635
DUNBLANE C.E.,DUNANCE,56.18595,-3.9672617
DUNBLANE,DUNANE,56.18595,-3.9672617
DUNBLANE S.B.,DUNANSB,56.187771,-3.9657434
DUNBAR,DUNBAR,55.998383,-2.5130267
DUNBAR DOWN SIDING,DUNBDCE,49.766809,-7.5571598
DUNBAR UP SDGS CE,DUNBUCE,55.687939,3.7050852
DUNCRAIG HALT,DUNCRAG,57.336647,-5.6372119
DUNDEE CENTRAL JN,DUNDCJ,56.440158,-2.9633759
TAY BRIDGE ARTISAN,DUNDCJC,56.440158,-2.9633759
DUNDEE DMU SDGS,DUNDDMU,49.766809,-7.5571598
DUNDEE C.S.,DUNDECS,49.766809,-7.5571598
DUNDEE H.S.,DUNDEHS,56.444504,-2.9602254
DUNDEE,DUNDETB,56.441917,-2.9542886
DUNDEE,DUNDHSH,49.766809,-7.5571598
SECTION MAN DUNDEE CONC,DUNDWCE,56.443254,-2.9707372
DUNDEE WEST RECEPTION LINE,DUNDWRL,49.766809,-7.5571598
DUNDEE WEST,DUNDWTC,56.443254,-2.9707372
DUNGENESS,DUNGENS,50.933972,0.95316463
DUNKELD & BIRNAM,DUNKELD,56.669806,-3.589998
DUNKELD UP SIDING,DUNKUS,52.763538,-4.4405936
DUNROD PASSENGER LOOP,DUNROD,55.918141,-4.841943
CAM & DURSLEY,DURSLEY,49.766809,-7.5571598
DUESSELDORF HBF,DUSSDRF,50.812065,4.3612871
CIBA GEIGY DUXFORD,DUXFORD,52.081388,0.17957523
DOVE HOLES,DVHL,53.299802,-1.8904273
DAVENTRY NORTH JN,DVNTYNJ,58.472511,8.3099342
DAVENTRY SOUTH JN,DVNTYSJ,58.472511,8.3099342
DEWSBURY,DWBY,53.692086,-1.6334854
BLUE CIRCLE,DWBYBC,53.689366,-1.6259376
DEWSBURY BRANCH JN,DWBYEJN,53.674971,-1.6215237
DEWSBURY TILCON GBRF,DWBYGBR,49.766809,-7.5571598
DEWSBURY RAILWAY ST TILCON,DWBYTIL,58.472511,8.3099342
DAWLEY LOOP,DWLEYLP,50.57992,-3.4645973
DYCE,DYCE,57.20493,-2.1919875
RAITHS FARM FD_DBS,DYCERFM,54.548799,3.2332477
RAITHS FARM FD_DBS,DYCERFM,54.548799,3.2332477
DRYCLOUGH JN,DYCLJN,53.700649,-1.8560686
DYFFRYN ARDUDWY,DYFRYNA,52.788588,-4.104186
DYNEVOR GROUND FRAME,DYNEGF,58.472511,8.3099342
DYNEVOR JN,DYNEVRJ,58.472511,8.3099342
EALING BROADWAY,EALINGB,51.51471,-0.30086303
EARLSWOOD SIGNAL T1136,EARL136,58.472511,8.3099342
EARLSWOOD SIGNAL T206,EARL206,51.233083,-0.17088128
EARLES SIDINGS,EARLFHH,49.766809,-7.5571598
EARLSWOOD (SURREY),EARLSWD,51.233083,-0.17088128
EASTBROOK,EASTBRK,51.437175,-3.2069885
EAST HAM LT,EASTHAM,51.539002,0.05160625
EBBW JN,EBBWJ,51.569445,-3.0070444
EAST BOLDON,EBOLDON,54.946775,-1.4207771
EAST BOLDON UP LOOP,EBOLDUL,58.472511,8.3099342
EASTBOURNE SIGNAL EB501,EBOU501,49.766809,-7.5571598
EASTBOURNE  BR CARRIAGE SIDNGS,EBOUCS,58.472511,8.3099342
EASTBOURNE,EBOURNE,50.769149,0.28181738
EASTBOURNE  SIDINGS      (TPS),EBOUSID,50.771197,0.26908108
EBBSFLEET CTRL,EBSFACT,54.824493,4.0190445
EBBSFLEET INTERNATIONAL,EBSFDOM,49.766809,-7.5571598
EBBSFLEET E JN,EBSFEJN,58.472511,8.3099342
EBBSFLEET,EBSFLTI,49.766809,-7.5571598
EBBSFLEET W JN,EBSFWJN,58.472511,8.3099342
EBBW VALE PARKWAY,EBWVPWY,58.472511,8.3099342
EBBW VALE SOUTH GROUND FRAME,EBWVSGF,58.472511,8.3099342
EBBW VALE,EBWVTN,49.766809,-7.5571598
ECCLES,ECCLES,53.485451,-2.333008
UP GOOD LOOP,ECCLUGL,58.472511,8.3099342
BR UP GOODS LOOP,ECKNGTL,52.136819,-2.1559382
ECCLEFECHAN,ECLFECH,58.472511,8.3099342
ECCLES ROAD,ECLR,52.471518,0.96966553
ECCLES RD JOHNSTON'S SDG,ECLRDJS,52.47062,0.96960505
ECCLES RD EXCHANGE SIDINGS,ECLREXC,58.472511,8.3099342
ECCLES ROAD FHH,ECLRFHH,52.614973,0.36594195
ECCLESFIELD WEST S.B.,ECLSFLW,53.443681,-1.4478554
ECCLESTON PARK,ECPK,53.430328,-2.7810867
EAST CROYDON SIGNAL T1065,ECRO065,53.309766,6.7952981
EAST CROYDON 1082,ECRO082,49.766809,-7.5571598
EAST CROYDON UP SIDINGS,ECROUS,57.937805,-4.7946524
EAST CROYDON,ECROYDN,58.472511,8.3099342
EDALE,EDALE,53.363531,-1.8166324
EDALE SIGNAL EE16,EDALE16,49.766809,-7.5571598
EDALE REFUGE SIDINGS,EDALERS,49.766809,-7.5571598
EDEN VALLEY GOODS LOOP,EDENVGL,54.498317,-2.6279691
EDDERTON,EDERTON,58.472511,8.3099342
EDGE LANE JUNCTION,EDGELAJ,58.472511,8.3099342
EDGE HILL LIVERPOOL,EDGH,53.402157,-2.9475256
WC EDGE HILL FLT CARR ENGR,EDGHCMD,53.401258,-2.9475057
DOWNHILL CARR STAB & SVCG,EDGHDHS,53.401258,-2.9475057
DOWN WAPPING SIDINGS,EDGHDWG,53.400359,-2.9474857
EDGE HILL GULLET SIDINGS,EDGHGTS,53.399461,-2.9474657
EDGE HILL S.B.,EDGHSB,53.398562,-2.9474458
EDGE HILL S.B.,EDGHSB,53.398562,-2.9474458
EAST DIDSBURY,EDIDBRY,53.409306,-2.222598
EDINBURGH,EDIN813,55.819497,2.2556304
EDINBURGH SIGNAL E815,EDIN815,55.952407,-3.1866266
HAYMARKET CEN JN SIG EH907,EDIN907,55.945775,-3.2216509
EDINBURGH,EDINBUR,55.952376,-3.1898287
EDINBURGH GATEWAY,EDINGWY,49.766809,-7.5571598
EDINBURGH PARK,EDINPRK,51.950375,3.6699701
EDMONTON GREEN,EDMNGRN,51.6243,-0.061283681
EDENBRIDGE,EDNB,51.208561,0.060079248
EDENBRIDGE TOWN,EDNT,51.200094,0.081173088
EDEN PARK,EDPK,51.390813,-0.026611486
EAST DULWICH,EDULWCH,51.460963,-0.081169751
EAST FARLEIGH,EFARLGH,51.255168,0.48495461
EASTFIELD PASSENGER LOOP,EFLDPL,58.472511,8.3099342
BREAKDOWN/RECOVERY EASTFIELD,EFLDTMD,55.887586,-4.2311783
EFFINGHAM JN SIGNAL GD1322,EFNG322,57.279374,3.6078583
EFFINGHAM JUNCTION,EFNGHMJ,51.291579,-0.42098075
EFFINGHAM JUNCTION NECK,EFNGJNK,51.29068,-0.42101158
SIGNAL WX98,EFNGS98,51.291579,-0.42098075
B R CARRIAGE SIDINGS,EFNGSHD,51.291579,-0.42098075
BLUE CIRCLE,EGATEBC,54.740542,-2.0791822
EGGBOROUGH PS COLAS RAIL,EGBRCRL,49.766809,-7.5571598
EGGBOROUGH P.S. (FLHH),EGBRFLH,58.472511,8.3099342
EGGBOROUGH POWER STATION,EGBRGBF,53.443564,-4.8982671
CEGB EGGBOROUGH,EGBROPS,53.709266,-1.130353
EGGESFORD,EGGESFD,50.887908,-3.8751785
EGHAM,EGHAM,51.429878,-0.54568488
RTO CHARGES RETAIL HQ,EGLNSTJ,55.84569,-4.261524
EAGLESCLIFFE DOWN LOOP,EGLSCDL,54.531236,-1.3509536
EAGLESCLIFFE,EGLSCLF,54.529438,-1.3509821
EAGLESCLIFFE MARSHALLS,EGLSMSL,58.521168,6.0014058
EGGINTON,EGNGTNJ,52.863266,-1.616737
EAST GARFORTH,EGRFRTH,53.792565,-1.3715147
E GRIMSTEAD ENG CHINA CLAY,EGRMECC,58.472511,8.3099342
EAST GRINSTEAD  SIDINGS,EGRNSID,51.124475,-0.017977033
EAST GRINSTEAD  SIDINGS,EGRNSID,51.124475,-0.017977033
EAST GRINSTEAD,EGRNSTD,51.126272,-0.017900092
EGTON,EGTON,54.437664,-0.76192192
ENGINE HOUSE BRIDGE JN,EHBJN,49.766809,-7.5571598
EAST HAM DEPOT CTRY END JUNCTN,EHMDCEJ,58.472511,8.3099342
EAST HAM ELEC MD,EHMEMUD,51.534662,0.064705599
EAST HOLMES SIGNAL BOX,EHOLMSB,53.22829,-0.54747219
EINSIEDLERHOF,EINSLHF,50.811172,4.3611652
EASTERN JUNCTION,EJSTNGB,51.346117,0.72252274
EAST KILBRIDE,EKILBRD,55.766268,-4.1804012
EARL'S COURT LT,ELCT,51.497174,-0.19193728
ELDERSLIE SIG PE143,ELDR143,49.766809,-7.5571598
ELDERSLIE (DBC),ELDRDBS,49.766809,-7.5571598
ELDERSLIE US,ELDRDRS,57.370676,3.751349
ELDERSLIE (FLINER),ELDRFLT,49.766809,-7.5571598
ELDERSLIE C.E.,ELDRSCE,55.840642,-4.4768641
ELDERSLIE,ELDRSLI,55.840642,-4.4768641
ELDERSLIE U.P.L.,ELDRUPL,55.839745,-4.476807
ELFORD,ELFORDL,52.696314,-1.7055012
EASTLEIGH,ELGH,50.969504,-1.3491125
SIGNAL E222,ELGH222,50.971302,-1.3490874
EASTLEIGH SIGNAL E225,ELGH225,49.766809,-7.5571598
EASTLEIGH SIGNAL E228,ELGH228,58.472511,8.3099342
EASTLEIGH SIGNAL E230,ELGH230,50.971302,-1.3490874
EASTLEIGH DEPOT SIGNAL 241,ELGH241,49.766809,-7.5571598
EASTLEIGH DEPOT SIGNAL 243,ELGH243,49.766809,-7.5571598
EASTLEIGH DEP ENT/EXT SIG,ELGH245,49.766809,-7.5571598
ELGH372,ELGH372,49.766809,-7.5571598
SIGNAL E81,ELGH81,50.969504,-1.3491125
EASTLEIGH SIGNAL E85,ELGH85,49.766809,-7.5571598
EASTLEIGH SIGNAL E862,ELGH862,50.967828,-1.3502182
SIGNAL 97,ELGH97,50.974,-1.3490497
ALLBROOK,ELGHABK,50.991937,-1.331145
EASTLEIGH WORKS ALSTOM,ELGHAFL,53.603783,-0.84607376
FOSTER YEOMAN,ELGHAGG,50.961965,-1.3004053
BRML HQ,ELGHBRM,50.972962,-1.3436519
DOWN CARRIAGE SHED,ELGHDCS,50.955495,-1.3541346
EAST JUNCTION,ELGHEJN,50.971302,-1.3490874
EAST YARD,ELGHENY,50.968905,-1.3260497
EASTLEIGH DEPOT FREIGHTLINERS,ELGHFLD,58.472511,8.3099342
EASTLEIGH GBRF,ELGHGBR,58.472511,8.3099342
EASTLEIGH HS,ELGHHS,50.971171,-1.3260169
SILCOCK EXPRESS,ELGHLWR,54.686212,-0.94307854
MARCROFT SIDING,ELGHMCS,58.472511,8.3099342
EASTLEIGH MARSHALLING YARD,ELGHMY,50.965938,-1.3497747
EASTLEIGH DEPOT,ELGHPAD,50.98431,-1.3260974
SOUTH JUNCTION,ELGHSJN,50.958186,-1.3498116
EASTLEIGH BUSINESS TRAVEL,ELGHTMD,50.978544,-1.3495275
EASTLEIGH VIRTUAL QUARRY,ELGHVQ,58.472511,8.3099342
EASTLEIGH WEST JUNCTION,ELGHWJN,54.689995,3.6571171
ELGIN,ELGIN,57.552937,-3.2870211
ELGIN SIGNAL BOX,ELGINSB,57.552924,-3.2883409
ELGIN FREIGHT DEPOT,ELGINY,57.563876,-3.2542586
ELLAND,ELLAND,53.689825,-1.827334
ELL BOUNDARY NORTH,ELLBNTH,49.766809,-7.5571598
ELL BOUNDARY SOUTH,ELLBSTH,49.766809,-7.5571598
ELMERS END,ELMERSE,51.398387,-0.049287233
ELMSWELL,ELMSWEL,52.238243,0.91157747
ELMTON AND CRESWELL,ELMTNAC,58.472511,8.3099342
ELMSTEAD WOODS,ELMW,51.416589,0.043531469
ELEPHANT & CASTLE,ELPHNAC,51.493619,-0.098526456
ELSECAR,ELSC,53.498027,-1.4271308
ELSENHAM,ELSENHM,51.920424,0.22775893
ELSHAM,ELSHAM,53.581201,-0.46232119
CAWOODS (FREIGHTLINER),ELSMCFL,53.280209,-2.9086196
ELLESMERE PORT GBF,ELSMGBF,49.766809,-7.5571598
ELLESMERE PORT,ELSMLHS,58.472511,8.3099342
MANISTY WHARF,ELSMMWF,57.269506,3.6939796
CAWOODS (COAL),ELSMPCS,53.279913,-2.9086133
ELLESMERE PORT (DBC),ELSMPDB,49.766809,-7.5571598
ELLESMERE PORT (FHH),ELSMPFH,49.766809,-7.5571598
RECP,ELSMPGY,58.472511,8.3099342
ASSOCIATED OCTEL (OUT OF USE),ELSMPOC,53.28171,-2.9086515
ELLESMERE PORT,ELSMPRT,53.279014,-2.9085943
ELLESMERE PORT FRT,ELSMPTC,58.472511,8.3099342
TC (EAST SIDINGS),ELSMRPE,58.472511,8.3099342
RICHARD LAWSON TRANSPORT,ELSMRPW,53.284407,-2.9087087
ELLESMERE PORT U&DGL,ELSMUDG,53.281094,-2.8805762
ELSTOW REDLANDS GBRF,ELSTGBF,49.766809,-7.5571598
REDLAND AGGREGATE(ELSTOW SDGS),ELSTORS,52.093562,-0.48186995
ELSTOW,ELSTOW,52.093581,-0.48332909
ELTHAM,ELTHAM,51.455103,0.052448149
ELTON & ORSTON,ELTON,52.951849,-0.85388261
ELSTREE,ELTR,51.652863,-0.27835457
ELVANFOOT,ELVFOOT,58.472511,8.3099342
ELVAN WATER VIADUCT,ELVWATV,58.472511,8.3099342
EARLSWOOD (WEST MIDLANDS),ELWD,52.36667,-1.8619035
ELY(CAMB),ELYY,52.389872,0.27190204
ELY SIGNAL CA259,ELYY259,49.766809,-7.5571598
ELY NORTH SIG CA776 (GPL),ELYY776,49.766809,-7.5571598
ELY DOCK JN,ELYYDLN,52.383809,0.25983469
ELY DOWN THROUGH SIDING,ELYYDTS,49.766809,-7.5571598
ELY PAPWORTH SIDINGS FLTHH,ELYYFLT,58.472511,8.3099342
ELY PAPWORTH SDGS GBRF,ELYYGBF,49.766809,-7.5571598
ELY NORTH JN,ELYYNJN,52.405644,0.29329574
ELY PAPWORTH SIDINGS (MLF),ELYYPAW,58.472511,8.3099342
ELY RECEPTION,ELYYREC,49.766809,-7.5571598
GOODS LOOP,ELYYUGL,52.407441,0.29338895
ELY WEST JN,ELYYWJN,52.411615,0.27884245
EAST MALLING,EMALING,51.285808,0.43928028
EMBANKMENT LT,EMBKMNT,49.766809,-7.5571598
EAST MIDLANDS PARKWAY,EMPKWAY,58.472511,8.3099342
EMERSON PARK,EMRSPKH,51.568047,0.22058937
EMSWORTH,EMSWTH,50.851391,-0.93878989
ENFIELD CHASE,ENFC,51.652655,-0.090432362
ENFIELD TOWN SIGNAL L5531,ENFL531,49.766809,-7.5571598
ENFIELD LOCK,ENFLDLK,51.671421,-0.028901203
ENFIELD TOWN,ENFLDTN,51.651544,-0.077468651
ENTWISTLE,ENTWISL,53.655975,-2.4145447
EAST PECKHAM TIP GBRF,EPCKGBF,49.766809,-7.5571598
EAST PECKHAM REVERSE,EPCKHMR,49.766809,-7.5571598
EAST PECKHAM TIP,EPCKHMT,51.21456,0.40544065
ELEPHANT & CASTLE LT,EPHT,51.492721,-0.09856385
ETCHES PARK SIGNAL EC5477,EPS5477,49.766809,-7.5571598
ETCHES PARK STABLING SDGS,EPS5481,49.766809,-7.5571598
ETCHES PARK LOCO SIDINGS,EPS5483,49.766809,-7.5571598
EPSOM DOWNS,EPSDNS,51.360138,-0.18737017
EPSOM,EPSM,51.334391,-0.26877767
EPSOM SIG W1181,EPSM181,49.766809,-7.5571598
EPSOM  SIGNAL 444,EPSM444,51.334391,-0.26877767
EPSOM  SIGNAL 456,EPSM456,51.330796,-0.26891308
EPSOM BALLAST,EPSMBAL,56.978842,0.21542463
EPSOM  DOWN SIDINGS (TPS/TOPS),EPSMDS,51.330796,-0.26891308
EPSOM  (SW),EPSMSW,51.334391,-0.26877767
EPSOM  UP SIDINGS   (TPS ONLY),EPSMUS,51.330796,-0.26891308
EAST PUTNEY,EPUTNEY,51.459416,-0.21079012
ERDINGTON,ERDNGTN,52.528462,-1.8392871
ENERGLYN & CHURCHILL PARK,ERGNCHP,51.591387,-3.2294636
ERIDGE,ERIDGE,51.089091,0.20042384
EASTRIGGS CROSSOVER,ERIGCRO,49.766809,-7.5571598
M O D (ARMY),ERIGMOD,54.989255,-3.3845511
ERITH,ERITH,51.481677,0.17462275
ERITH LOOP,ERITHLP,51.465713,0.18682148
HOPE SIDINGS B.C.I.,ERLEBCI,53.349384,-1.7273424
HOPE (EARLES SIDINGS) FHH,ERLEFHH,53.355398,-1.7438005
HOPE (EARLES SIDINGS) DBS,ERLEHES,53.349375,-1.7273424
EARLES SIDINGS SIG ES31,ERLES31,49.766809,-7.5571598
EARLES SIDINGS SIGNAL BOX,ERLESDG,53.349366,-1.7273425
EARLSFIELD,ERLFLD,51.442863,-0.18697454
SOUTH JUNCTION,ERLSTSJ,58.472511,8.3099342
WEST JUNCTION,ERLSTWJ,58.472511,8.3099342
EARLESTOWN,ERLSTWN,53.450959,-2.6369077
EARLSTOWN UP AND DOWN LOOP,ERLSUDL,53.450061,-2.6368943
EARLEY,ERLY,51.441098,-0.91798819
CE SIDING,ERROLCE,56.408425,-3.2029554
ERROL L.C.,ERROLLC,56.417084,-3.2032288
EARLSEAT,ERSTHCS,58.472511,8.3099342
ESHER,ESHER,51.379673,-0.35328812
EASTERHOUSE,ESHS,55.859241,-4.1057103
ENGINE SHED JN.,ESJLEDS,53.789797,-1.5567401
ESKBANK,ESKBANK,49.766809,-7.5571598
ESKMEALS,ESKMLS,51.00936,0.047790146
BRITCOAL SPRING HILL OPENCAST,ESNTNWS,52.63375,-2.0206429
ESSEX RD,ESSEXRD,51.541224,-0.095100658
ESSEN HBF,ESSNHBF,50.810278,4.3610433
MITCHAM EASTFIELDS,ESTFLDS,51.407298,-0.15531075
EASTHAM RAKE,ESTHRAK,53.304976,-2.9951202
EASTRINGTON,ESTRNGT,53.754817,-0.7866392
WITHAM (SOM),ESTSOMJ,51.164963,-2.3689302
ETCHINGHAM,ETCHNGM,51.010545,0.44191434
EAST TILBURY,ETILBRY,51.48422,0.41240586
